	cancer	sample	transposon_class	N_motifs_inTE	N_motifs_outsideTE	N_mutated_motifs_inTE	N_mutated_motifs_outsideTE	D_APOBEC_in	D_APOBEC_outside
546	BRCA	d5372745-95cf-4572-a6e7-e7f5b796911a	DNA_transposons	11364604	339404707	14648	427123	0.0012889142463740927	0.0012584474852318415
547	BRCA	d5372745-95cf-4572-a6e7-e7f5b796911a	LINE	74087089	276682222	95173	346598	0.0012846097921326077	0.0012526934238658819
548	BRCA	d5372745-95cf-4572-a6e7-e7f5b796911a	LTR	31965907	318803404	39972	401799	0.0012504572449641427	0.0012603347234021378
549	BRCA	d5372745-95cf-4572-a6e7-e7f5b796911a	RC_transposons	49644	350719667	66	441705	0.0013294657964708727	0.0012594246675080242
550	BRCA	d5372745-95cf-4572-a6e7-e7f5b796911a	SINE	45502579	305266732	61189	380582	0.0013447369653487114	0.0012467195409947259
551	BRCA	d5372745-95cf-4572-a6e7-e7f5b796911a	SVA	513537	350255774	663	441108	0.0012910462147810186	0.0012593882320980666
552	BRCA	d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	DNA_transposons	11364604	339404707	14919	434687	0.0013127602158421005	0.0012807335638983935
553	BRCA	d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	LINE	74087089	276682222	96930	352676	0.0013083251253129947	0.0012746608634652357
554	BRCA	d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	LTR	31965907	318803404	40648	408958	0.0012716047756755346	0.001282790568948881
555	BRCA	d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	RC_transposons	49644	350719667	66	449540	0.0013294657964708727	0.0012817644469307733
556	BRCA	d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	SINE	45502579	305266732	62297	387309	0.001369087233495051	0.0012687560071236324
557	BRCA	d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d	SVA	513537	350255774	672	448934	0.0013085717290088152	0.0012817319037258755
558	BRCA	d8fbb398-d1da-4444-984a-22c8523625da	DNA_transposons	11364604	339404707	15035	437767	0.0013229673466844951	0.0012898082759942395
559	BRCA	d8fbb398-d1da-4444-984a-22c8523625da	LINE	74087089	276682222	97600	355202	0.0013173685363721066	0.0012837904706432493
560	BRCA	d8fbb398-d1da-4444-984a-22c8523625da	LTR	31965907	318803404	40948	411854	0.001280989774511951	0.0012918745371991072
561	BRCA	d8fbb398-d1da-4444-984a-22c8523625da	RC_transposons	49644	350719667	67	452735	0.0013496092176295221	0.0012908742867847214
562	BRCA	d8fbb398-d1da-4444-984a-22c8523625da	SINE	45502579	305266732	62721	390081	0.0013784053866485238	0.0012778365904608303
563	BRCA	d8fbb398-d1da-4444-984a-22c8523625da	SVA	513537	350255774	680	452122	0.0013241499638779678	0.0012908338236274157
564	BRCA	dabb5a94-9706-4429-8db0-c328e2004340	DNA_transposons	11364604	339404707	15056	438287	0.0013248151893369975	0.0012913403702441875
565	BRCA	dabb5a94-9706-4429-8db0-c328e2004340	LINE	74087089	276682222	97713	355630	0.0013188937683865538	0.0012853373716219469
566	BRCA	dabb5a94-9706-4429-8db0-c328e2004340	LTR	31965907	318803404	40990	412353	0.0012823036743490495	0.001293439765153825
567	BRCA	dabb5a94-9706-4429-8db0-c328e2004340	RC_transposons	49644	350719667	67	453276	0.0013496092176295221	0.0012924168293077217
568	BRCA	dabb5a94-9706-4429-8db0-c328e2004340	SINE	45502579	305266732	62802	390541	0.0013801855055292581	0.0012793434693696003
569	BRCA	dabb5a94-9706-4429-8db0-c328e2004340	SVA	513537	350255774	680	452663	0.0013241499638779678	0.001292378409156504
570	BRCA	db45d81f-695c-4f99-beea-6dbec1ff47fc	DNA_transposons	11364604	339404707	15488	450679	0.001362827952474191	0.0013278513547544878
571	BRCA	db45d81f-695c-4f99-beea-6dbec1ff47fc	LINE	74087089	276682222	100481	365686	0.0013562552039262873	0.001321682316112092
572	BRCA	db45d81f-695c-4f99-beea-6dbec1ff47fc	LTR	31965907	318803404	42126	424041	0.0013178415366096134	0.0013301018580090193
573	BRCA	db45d81f-695c-4f99-beea-6dbec1ff47fc	RC_transposons	49644	350719667	68	466099	0.0013697526387881718	0.0013289787937669317
574	BRCA	db45d81f-695c-4f99-beea-6dbec1ff47fc	SINE	45502579	305266732	64528	401639	0.0014181174214323105	0.0013156985609555384
575	BRCA	db45d81f-695c-4f99-beea-6dbec1ff47fc	SVA	513537	350255774	696	465471	0.001355306433616273	0.0013289459719227927
576	BRCA	ddc7377d-82c3-480a-be3c-3d1da52c77d4	DNA_transposons	11364604	339404707	16418	476961	0.001444660984227871	0.0014052869337489772
577	BRCA	ddc7377d-82c3-480a-be3c-3d1da52c77d4	LINE	74087089	276682222	106403	386976	0.0014361881595860784	0.0013986297970384233
578	BRCA	ddc7377d-82c3-480a-be3c-3d1da52c77d4	LTR	31965907	318803404	44628	448751	0.0013961124269053276	0.0014076104406965492
579	BRCA	ddc7377d-82c3-480a-be3c-3d1da52c77d4	RC_transposons	49644	350719667	73	493306	0.0014704697445814198	0.001406553570889425
580	BRCA	ddc7377d-82c3-480a-be3c-3d1da52c77d4	SINE	45502579	305266732	68320	425059	0.001501453357182238	0.001392418352354229
581	BRCA	ddc7377d-82c3-480a-be3c-3d1da52c77d4	SVA	513537	350255774	732	492647	0.0014254084905274596	0.0014065349854874912
582	BRCA	df291849-4c35-44e1-b013-8f6b7ee36113	DNA_transposons	11364604	339404707	16459	478479	0.001448268677025614	0.001409759470424787
583	BRCA	df291849-4c35-44e1-b013-8f6b7ee36113	LINE	74087089	276682222	106773	388165	0.0014411822821112595	0.001402927145785319
584	BRCA	df291849-4c35-44e1-b013-8f6b7ee36113	LTR	31965907	318803404	44782	450156	0.0014009300596413547	0.0014120175454588309
585	BRCA	df291849-4c35-44e1-b013-8f6b7ee36113	RC_transposons	49644	350719667	73	494865	0.0014704697445814198	0.0014109987165333389
586	BRCA	df291849-4c35-44e1-b013-8f6b7ee36113	SINE	45502579	305266732	68518	426420	0.0015058047588906993	0.00139687674842996
587	BRCA	df291849-4c35-44e1-b013-8f6b7ee36113	SVA	513537	350255774	733	494205	0.0014273557698861036	0.0014109831634067508
588	BRCA	e5593865-5f8e-4a4c-b36f-73fbe64d66da	DNA_transposons	11364604	339404707	16515	480096	0.0014531962574322872	0.0014145236942751062
589	BRCA	e5593865-5f8e-4a4c-b36f-73fbe64d66da	LINE	74087089	276682222	107145	389466	0.0014462033998933336	0.0014076292910500047
590	BRCA	e5593865-5f8e-4a4c-b36f-73fbe64d66da	LTR	31965907	318803404	44952	451659	0.0014062482256486574	0.0014167320496991933
591	BRCA	e5593865-5f8e-4a4c-b36f-73fbe64d66da	RC_transposons	49644	350719667	73	496538	0.0014704697445814198	0.0014157689081063139
592	BRCA	e5593865-5f8e-4a4c-b36f-73fbe64d66da	SINE	45502579	305266732	68725	427886	0.0015103539515859091	0.0014016791059957361
593	BRCA	e5593865-5f8e-4a4c-b36f-73fbe64d66da	SVA	513537	350255774	733	495878	0.0014273557698861036	0.001415759672815558
594	BRCA	e55f338f-97e2-4394-ae23-c92606069485	DNA_transposons	11364604	339404707	16526	480627	0.0014541641750121694	0.0014160881982111107
595	BRCA	e55f338f-97e2-4394-ae23-c92606069485	LINE	74087089	276682222	107266	389887	0.0014478366129353523	0.0014091508922463403
596	BRCA	e55f338f-97e2-4394-ae23-c92606069485	LTR	31965907	318803404	44996	452157	0.0014076246921446653	0.001418294140924543
597	BRCA	e55f338f-97e2-4394-ae23-c92606069485	RC_transposons	49644	350719667	73	497080	0.0014704697445814198	0.0014173143019093936
598	BRCA	e55f338f-97e2-4394-ae23-c92606069485	SINE	45502579	305266732	68805	428348	0.001512112093690338	0.0014031925365519358
599	BRCA	e55f338f-97e2-4394-ae23-c92606069485	SVA	513537	350255774	735	496418	0.0014312503286033917	0.0014173014032882153
600	BRCA	e7dc7492-3a84-49c7-8dea-8f508b53dc40	DNA_transposons	11364604	339404707	16540	481065	0.0014553960701138378	0.0014173786929831825
601	BRCA	e7dc7492-3a84-49c7-8dea-8f508b53dc40	LINE	74087089	276682222	107357	390248	0.0014490648971239779	0.0014104556381652883
602	BRCA	e7dc7492-3a84-49c7-8dea-8f508b53dc40	LTR	31965907	318803404	45033	452572	0.00140878217533449	0.0014195958836123344
603	BRCA	e7dc7492-3a84-49c7-8dea-8f508b53dc40	RC_transposons	49644	350719667	73	497532	0.0014704697445814198	0.00141860308050532
604	BRCA	e7dc7492-3a84-49c7-8dea-8f508b53dc40	SINE	45502579	305266732	68859	428746	0.0015132988396108274	0.0014044963143903936
605	BRCA	e7dc7492-3a84-49c7-8dea-8f508b53dc40	SVA	513537	350255774	738	496867	0.001437092166679324	0.0014185833236256657
606	BRCA	e8392f20-c9e3-4649-b64f-5b266c393a76	DNA_transposons	11364604	339404707	16558	481665	0.001456979935244554	0.0014191464940408148
607	BRCA	e8392f20-c9e3-4649-b64f-5b266c393a76	LINE	74087089	276682222	107517	390706	0.0014512245176754076	0.0014121109667826796
608	BRCA	e8392f20-c9e3-4649-b64f-5b266c393a76	LTR	31965907	318803404	45089	453134	0.0014105340417839543	0.001421358725517247
609	BRCA	e8392f20-c9e3-4649-b64f-5b266c393a76	RC_transposons	49644	350719667	73	498150	0.0014704697445814198	0.0014203651715944405
610	BRCA	e8392f20-c9e3-4649-b64f-5b266c393a76	SINE	45502579	305266732	68949	429274	0.0015152767494783098	0.0014062259493117645
611	BRCA	e8392f20-c9e3-4649-b64f-5b266c393a76	SVA	513537	350255774	739	497484	0.001439039446037968	0.0014203448934434983
612	BRCA	ea43434b-197e-48ac-ae2e-46bc7f3776de	DNA_transposons	11364604	339404707	16698	485418	0.001469298886261237	0.0014302040896563052
613	BRCA	ea43434b-197e-48ac-ae2e-46bc7f3776de	LINE	74087089	276682222	108358	393758	0.0014625760231988599	0.0014231416718924572
614	BRCA	ea43434b-197e-48ac-ae2e-46bc7f3776de	LTR	31965907	318803404	45422	456694	0.0014209513904923769	0.0014325254820679392
615	BRCA	ea43434b-197e-48ac-ae2e-46bc7f3776de	RC_transposons	49644	350719667	74	502042	0.0014906131657400692	0.001431462353663788
616	BRCA	ea43434b-197e-48ac-ae2e-46bc7f3776de	SINE	45502579	305266732	69473	432643	0.0015267925802623188	0.0014172621994066488
617	BRCA	ea43434b-197e-48ac-ae2e-46bc7f3776de	SVA	513537	350255774	744	501372	0.0014487758428311883	0.0014314453528466314
618	BRCA	ec4d4cbc-d5d1-418d-a292-cad9576624fd	DNA_transposons	11364604	339404707	16732	486471	0.001472290631508146	0.00143330658051245
619	BRCA	ec4d4cbc-d5d1-418d-a292-cad9576624fd	LINE	74087089	276682222	108587	394616	0.0014656669801130936	0.0014262427023590985
620	BRCA	ec4d4cbc-d5d1-418d-a292-cad9576624fd	LTR	31965907	318803404	45502	457701	0.0014234540568487544	0.0014356841685416884
621	BRCA	ec4d4cbc-d5d1-418d-a292-cad9576624fd	RC_transposons	49644	350719667	74	503129	0.0014906131657400692	0.0014345616951101862
622	BRCA	ec4d4cbc-d5d1-418d-a292-cad9576624fd	SINE	45502579	305266732	69632	433571	0.001530286887694871	0.001420302163813907
623	BRCA	ec4d4cbc-d5d1-418d-a292-cad9576624fd	SVA	513537	350255774	748	502455	0.0014565649602657647	0.0014345373789612387
624	BRCA	eddfbfb9-3ae8-449b-b870-46062a2571c1	DNA_transposons	11364604	339404707	16786	487959	0.001477042226900295	0.0014376907271353783
625	BRCA	eddfbfb9-3ae8-449b-b870-46062a2571c1	LINE	74087089	276682222	108892	395853	0.0014697837567892566	0.001430713535327904
626	BRCA	eddfbfb9-3ae8-449b-b870-46062a2571c1	LTR	31965907	318803404	45686	459059	0.0014292101894684234	0.001439943847023666
627	BRCA	eddfbfb9-3ae8-449b-b870-46062a2571c1	RC_transposons	49644	350719667	74	504671	0.0014906131657400692	0.0014389583689927488
628	BRCA	eddfbfb9-3ae8-449b-b870-46062a2571c1	SINE	45502579	305266732	69831	434914	0.0015346602661796378	0.001424701595062773
629	BRCA	eddfbfb9-3ae8-449b-b870-46062a2571c1	SVA	513537	350255774	749	503996	0.0014585122396244088	0.001438937020921174
630	BRCA	f39cc911-36a7-4c06-9e91-4ad86281db3d	DNA_transposons	11364604	339404707	16818	488960	0.0014798579871326796	0.0014406400085665283
631	BRCA	f39cc911-36a7-4c06-9e91-4ad86281db3d	LINE	74087089	276682222	109110	396668	0.0014727262397905795	0.001433659152845751
632	BRCA	f39cc911-36a7-4c06-9e91-4ad86281db3d	LTR	31965907	318803404	45780	459998	0.0014321508224371673	0.0014428892359003795
633	BRCA	f39cc911-36a7-4c06-9e91-4ad86281db3d	RC_transposons	49644	350719667	74	505704	0.0014906131657400692	0.0014419037413148548
634	BRCA	f39cc911-36a7-4c06-9e91-4ad86281db3d	SINE	45502579	305266732	69968	435810	0.0015376710845334722	0.00142763673311116
635	BRCA	f39cc911-36a7-4c06-9e91-4ad86281db3d	SVA	513537	350255774	750	505028	0.0014604595189830528	0.0014418834391578081
636	BRCA	f6114c69-71a1-47d5-9b28-b0227b1872f7	DNA_transposons	11364604	339404707	16923	491277	0.001489097200395192	0.0014474666669840853
637	BRCA	f6114c69-71a1-47d5-9b28-b0227b1872f7	LINE	74087089	276682222	109629	398571	0.0014797315089542795	0.001440537079393558
638	BRCA	f6114c69-71a1-47d5-9b28-b0227b1872f7	LTR	31965907	318803404	45972	462228	0.0014381572216924739	0.0014498841423914032
639	BRCA	f6114c69-71a1-47d5-9b28-b0227b1872f7	RC_transposons	49644	350719667	74	508126	0.0014906131657400692	0.0014488095416673626
640	BRCA	f6114c69-71a1-47d5-9b28-b0227b1872f7	SINE	45502579	305266732	70313	437887	0.0015452530723588217	0.0014344406189666288
641	BRCA	f6114c69-71a1-47d5-9b28-b0227b1872f7	SVA	513537	350255774	752	507448	0.001464354077700341	0.0014487926757204578
642	BRCA	f69e5057-eda6-4391-ba9a-aedbf6b572da	DNA_transposons	11364604	339404707	17020	493904	0.0014976324735996081	0.0014552066892814187
643	BRCA	f69e5057-eda6-4391-ba9a-aedbf6b572da	LINE	74087089	276682222	110214	400710	0.0014876276215954442	0.0014482679700324223
644	BRCA	f69e5057-eda6-4391-ba9a-aedbf6b572da	LTR	31965907	318803404	46216	464708	0.001445790354079426	0.0014576632312244696
645	BRCA	f69e5057-eda6-4391-ba9a-aedbf6b572da	RC_transposons	49644	350719667	74	510850	0.0014906131657400692	0.0014565764286038742
646	BRCA	f69e5057-eda6-4391-ba9a-aedbf6b572da	SINE	45502579	305266732	70677	440247	0.001553252618933973	0.0014421715629333628
647	BRCA	f69e5057-eda6-4391-ba9a-aedbf6b572da	SVA	513537	350255774	757	510167	0.0014740904744935614	0.001456555574155931
648	BRCA	f848b66f-bd9e-4fba-afd4-eb58848d1ef4	DNA_transposons	11364604	339404707	17072	495810	0.0015022080839772333	0.0014608224039744976
649	BRCA	f848b66f-bd9e-4fba-afd4-eb58848d1ef4	LINE	74087089	276682222	110612	402270	0.0014929996777171255	0.0014539062072444972
650	BRCA	f848b66f-bd9e-4fba-afd4-eb58848d1ef4	LTR	31965907	318803404	46397	466485	0.0014514526367107306	0.0014632371993117113
651	BRCA	f848b66f-bd9e-4fba-afd4-eb58848d1ef4	RC_transposons	49644	350719667	74	512808	0.0014906131657400692	0.0014621592349995018
652	BRCA	f848b66f-bd9e-4fba-afd4-eb58848d1ef4	SINE	45502579	305266732	70934	441948	0.0015589006504444507	0.0014477437390720978
653	BRCA	f848b66f-bd9e-4fba-afd4-eb58848d1ef4	SVA	513537	350255774	760	512122	0.0014799323125694935	0.001462137209478237
654	BRCA	f8f749b7-547d-49fa-9da2-44eed962b6fd	DNA_transposons	11364604	339404707	17284	501527	0.0015208624955167817	0.001477666601718638
655	BRCA	f8f749b7-547d-49fa-9da2-44eed962b6fd	LINE	74087089	276682222	111876	406935	0.00151006068007342	0.0014707667050613755
656	BRCA	f8f749b7-547d-49fa-9da2-44eed962b6fd	LTR	31965907	318803404	46912	471899	0.0014675635513799123	0.0014802194521109943
657	BRCA	f8f749b7-547d-49fa-9da2-44eed962b6fd	RC_transposons	49644	350719667	75	518736	0.001510756586898719	0.0014790616233106768
658	BRCA	f8f749b7-547d-49fa-9da2-44eed962b6fd	SINE	45502579	305266732	71787	447024	0.0015776468406329233	0.0014643718202480053
659	BRCA	f8f749b7-547d-49fa-9da2-44eed962b6fd	SVA	513537	350255774	770	518041	0.0014994051061559342	0.0014790362884924205
660	BRCA	f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	DNA_transposons	11364604	339404707	17297	502057	0.0015220063981111881	0.0014792281593195465
661	BRCA	f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	LINE	74087089	276682222	111996	407358	0.0015116803954869924	0.0014722955347669573
662	BRCA	f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	LTR	31965907	318803404	46954	472400	0.0014688774512170107	0.0014817909535244486
663	BRCA	f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	RC_transposons	49644	350719667	75	519279	0.001510756586898719	0.0014806098683938361
664	BRCA	f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	SINE	45502579	305266732	71880	447474	0.0015796906808293219	0.0014658459409196284
665	BRCA	f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	SVA	513537	350255774	773	518581	0.0015052469442318665	0.0014805780189650777
666	BRCA	fb9135d9-2acf-41dd-8552-359e6b8c9470	DNA_transposons	11364604	339404707	17522	508498	0.001541804712245143	0.00149820550367323
667	BRCA	fb9135d9-2acf-41dd-8552-359e6b8c9470	LINE	74087089	276682222	113511	412509	0.0015321293025833422	0.0014909125603306743
668	BRCA	fb9135d9-2acf-41dd-8552-359e6b8c9470	LTR	31965907	318803404	47578	478442	0.0014883982487967572	0.0015007430723669437
669	BRCA	fb9135d9-2acf-41dd-8552-359e6b8c9470	RC_transposons	49644	350719667	76	525944	0.0015309000080573685	0.00149961365012359
670	BRCA	fb9135d9-2acf-41dd-8552-359e6b8c9470	SINE	45502579	305266732	72807	453213	0.001600063152464391	0.0014846458932183937
671	BRCA	fb9135d9-2acf-41dd-8552-359e6b8c9470	SVA	513537	350255774	777	525243	0.0015130360616664427	0.0014995984049073806
672	BRCA	fc6d77a9-121b-48ab-a899-713c3d1319a2	DNA_transposons	11364604	339404707	17561	509577	0.0015452364200283617	0.001501384599241872
673	BRCA	fc6d77a9-121b-48ab-a899-713c3d1319a2	LINE	74087089	276682222	113749	413389	0.0015353417381535938	0.0014940931043990243
674	BRCA	fc6d77a9-121b-48ab-a899-713c3d1319a2	LTR	31965907	318803404	47682	479456	0.0014916517150600482	0.00150392371594627
675	BRCA	fc6d77a9-121b-48ab-a899-713c3d1319a2	RC_transposons	49644	350719667	77	527061	0.001551043429216018	0.0015027985299723725
676	BRCA	fc6d77a9-121b-48ab-a899-713c3d1319a2	SINE	45502579	305266732	72943	454195	0.00160305199404192	0.0014878627521062466
677	BRCA	fc6d77a9-121b-48ab-a899-713c3d1319a2	SVA	513537	350255774	777	526361	0.0015130360616664427	0.0015027903579970677
678	BRCA	fe04d042-a4cc-4a14-8197-415ea40951aa	DNA_transposons	11364604	339404707	17842	518115	0.0015699623145689898	0.0015265404082919804
679	BRCA	fe04d042-a4cc-4a14-8197-415ea40951aa	LINE	74087089	276682222	115693	420264	0.0015615811278534644	0.0015189411049330087
680	BRCA	fe04d042-a4cc-4a14-8197-415ea40951aa	LTR	31965907	318803404	48442	487515	0.0015154270454456368	0.0015292026179243683
681	BRCA	fe04d042-a4cc-4a14-8197-415ea40951aa	RC_transposons	49644	350719667	79	535878	0.0015913302715333173	0.0015279382664331739
682	BRCA	fe04d042-a4cc-4a14-8197-415ea40951aa	SINE	45502579	305266732	74153	461804	0.0016296438933714064	0.0015127884947515342
683	BRCA	fe04d042-a4cc-4a14-8197-415ea40951aa	SVA	513537	350255774	787	535170	0.0015325088552528834	0.001527940550096399
684	CESC	047f9e4d-86b5-4943-aef5-68199bf29e8c	DNA_transposons	11364604	339404707	18068	524166	0.0015898486212102068	0.0015443686819582028
685	CESC	047f9e4d-86b5-4943-aef5-68199bf29e8c	LINE	74087089	276682222	117058	425176	0.001580005390682849	0.0015366943236417988
686	CESC	047f9e4d-86b5-4943-aef5-68199bf29e8c	LTR	31965907	318803404	49011	493223	0.0015332272599053736	0.0015471070691578939
687	CESC	047f9e4d-86b5-4943-aef5-68199bf29e8c	RC_transposons	49644	350719667	79	542155	0.0015913302715333173	0.0015458357514920884
688	CESC	047f9e4d-86b5-4943-aef5-68199bf29e8c	SINE	45502579	305266732	75057	467177	0.0016495108991514526	0.001530389495570713
689	CESC	047f9e4d-86b5-4943-aef5-68199bf29e8c	SVA	513537	350255774	795	541439	0.001548087090122036	0.0015458388988613789
690	CESC	06dad93a-4b67-49b3-8fa5-f2546e22bae7	DNA_transposons	11364604	339404707	18188	528115	0.0016004077220816493	0.0015560037592525198
691	CESC	06dad93a-4b67-49b3-8fa5-f2546e22bae7	LINE	74087089	276682222	117963	428340	0.001592220744426873	0.0015481298252693662
692	CESC	06dad93a-4b67-49b3-8fa5-f2546e22bae7	LTR	31965907	318803404	49357	496946	0.0015440512918967074	0.0015587851125955982
693	CESC	06dad93a-4b67-49b3-8fa5-f2546e22bae7	RC_transposons	49644	350719667	79	546224	0.0015913302715333173	0.0015574376101355047
694	CESC	06dad93a-4b67-49b3-8fa5-f2546e22bae7	SINE	45502579	305266732	75658	470645	0.0016627189417109743	0.0015417500522133542
695	CESC	06dad93a-4b67-49b3-8fa5-f2546e22bae7	SVA	513537	350255774	799	545504	0.0015558762075566122	0.001557444703252772
696	CESC	07d20658-3db4-47e7-877b-66536266edfc	DNA_transposons	11364604	339404707	18301	531136	0.0016103508754022578	0.0015649046375776987
697	CESC	07d20658-3db4-47e7-877b-66536266edfc	LINE	74087089	276682222	118634	430803	0.0016012776531144314	0.001557031734406123
698	CESC	07d20658-3db4-47e7-877b-66536266edfc	LTR	31965907	318803404	49641	499796	0.0015529357574618483	0.0015677247912948885
699	CESC	07d20658-3db4-47e7-877b-66536266edfc	RC_transposons	49644	350719667	79	549358	0.0015913302715333173	0.0015663735219046042
700	CESC	07d20658-3db4-47e7-877b-66536266edfc	SINE	45502579	305266732	76107	473330	0.001672586514272081	0.0015505456388873714
701	CESC	07d20658-3db4-47e7-877b-66536266edfc	SVA	513537	350255774	802	548635	0.0015617180456325445	0.0015663838849377541
702	CESC	0d31a44f-1fc5-43a2-9633-36c4e650d3d2	DNA_transposons	11364604	339404707	18315	531637	0.0016115827705039261	0.0015663807514608218
703	CESC	0d31a44f-1fc5-43a2-9633-36c4e650d3d2	LINE	74087089	276682222	118739	431213	0.001602694904101307	0.0015585135788016044
704	CESC	0d31a44f-1fc5-43a2-9633-36c4e650d3d2	LTR	31965907	318803404	49691	500261	0.0015544999239345844	0.0015691833704510885
